class_id,class_name,n_cases,mean_dice_before,mean_dice_after,mean_dice_delta,mean_hd95_before_mm,mean_hd95_after_mm,mean_hd95_delta_mm,median_hd95_before_mm,median_hd95_after_mm,mean_assd_before_mm,mean_assd_after_mm,mean_assd_delta_mm,median_assd_before_mm,median_assd_after_mm
1,eCSF,12,0.7004513460074157,0.7022328958507332,0.001781549843317622,3.8150768559119412,3.778372113132623,-0.036704742779317824,1.118033988749895,1.118033988749895,1.420161077600823,1.3903778181665947,-0.02978325943422899,0.4926090833617275,0.4932989753438381
2,GM,12,0.6974532199070556,0.6980334720909237,0.0005802521838682249,1.4604352270207264,1.5236166743518968,0.06318144733117044,1.1267546348830666,1.1267546348830666,0.5524012321262785,0.5643382655527992,0.011937033426520966,0.4596546157080651,0.4588680275656366
6,dGM,12,0.8289586570690521,0.8288139490905712,-0.0001447079784812714,2.591622312484314,2.591155587174962,-0.0004667253093519526,2.3956439237389597,2.3956439237389597,0.9298921594194759,0.933599565633091,0.0037074062136152053,0.8664271856282857,0.8698318796501665
